,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
195175,CAN,CPI,FOOD,IDX2015,M,Jul-72,15.08588
195176,CAN,CPI,FOOD,IDX2015,M,Aug-72,15.51083
195177,CAN,CPI,FOOD,IDX2015,M,Sep-72,15.51083
195178,CAN,CPI,FOOD,IDX2015,M,Oct-72,15.36918
195179,CAN,CPI,FOOD,IDX2015,M,Nov-72,15.36918
195180,CAN,CPI,FOOD,IDX2015,M,Dec-72,15.51083
195181,CAN,CPI,FOOD,IDX2015,M,Jan-73,15.86496
195182,CAN,CPI,FOOD,IDX2015,M,Feb-73,16.14826
195183,CAN,CPI,FOOD,IDX2015,M,Mar-73,16.14826
195184,CAN,CPI,FOOD,IDX2015,M,Apr-73,16.57322
195185,CAN,CPI,FOOD,IDX2015,M,May-73,16.71487
195186,CAN,CPI,FOOD,IDX2015,M,Jun-73,17.069
195187,CAN,CPI,FOOD,IDX2015,M,Jul-73,17.42312
195188,CAN,CPI,FOOD,IDX2015,M,Aug-73,17.98973
195189,CAN,CPI,FOOD,IDX2015,M,Sep-73,18.06056
195190,CAN,CPI,FOOD,IDX2015,M,Oct-73,17.98973
195191,CAN,CPI,FOOD,IDX2015,M,Nov-73,18.13138
195192,CAN,CPI,FOOD,IDX2015,M,Dec-73,18.13138
195193,CAN,CPI,FOOD,IDX2015,M,Jan-74,18.41468
195194,CAN,CPI,FOOD,IDX2015,M,Feb-74,18.83964
195195,CAN,CPI,FOOD,IDX2015,M,Mar-74,19.12294
195196,CAN,CPI,FOOD,IDX2015,M,Apr-74,19.12294
195197,CAN,CPI,FOOD,IDX2015,M,May-74,19.68955
195198,CAN,CPI,FOOD,IDX2015,M,Jun-74,19.90203
195199,CAN,CPI,FOOD,IDX2015,M,Jul-74,20.1145
195200,CAN,CPI,FOOD,IDX2015,M,Aug-74,20.3978
195201,CAN,CPI,FOOD,IDX2015,M,Sep-74,20.3978
195202,CAN,CPI,FOOD,IDX2015,M,Oct-74,20.68111
195203,CAN,CPI,FOOD,IDX2015,M,Nov-74,20.89359
195204,CAN,CPI,FOOD,IDX2015,M,Dec-74,21.24771
195205,CAN,CPI,FOOD,IDX2015,M,Jan-75,21.24771
195206,CAN,CPI,FOOD,IDX2015,M,Feb-75,21.46019
195207,CAN,CPI,FOOD,IDX2015,M,Mar-75,21.38936
195208,CAN,CPI,FOOD,IDX2015,M,Apr-75,21.46019
195209,CAN,CPI,FOOD,IDX2015,M,May-75,21.67267
195210,CAN,CPI,FOOD,IDX2015,M,Jun-75,22.52258
195211,CAN,CPI,FOOD,IDX2015,M,Jul-75,23.08918
195212,CAN,CPI,FOOD,IDX2015,M,Aug-75,23.30166
195213,CAN,CPI,FOOD,IDX2015,M,Sep-75,23.08918
195214,CAN,CPI,FOOD,IDX2015,M,Oct-75,23.16001
195215,CAN,CPI,FOOD,IDX2015,M,Nov-75,23.30166
195216,CAN,CPI,FOOD,IDX2015,M,Dec-75,23.08918
195217,CAN,CPI,FOOD,IDX2015,M,Jan-76,23.01836
195218,CAN,CPI,FOOD,IDX2015,M,Feb-76,22.87671
195219,CAN,CPI,FOOD,IDX2015,M,Mar-76,22.66423
195220,CAN,CPI,FOOD,IDX2015,M,Apr-76,22.52258
195221,CAN,CPI,FOOD,IDX2015,M,May-76,22.87671
195222,CAN,CPI,FOOD,IDX2015,M,Jun-76,22.94753
195223,CAN,CPI,FOOD,IDX2015,M,Jul-76,23.01836
195224,CAN,CPI,FOOD,IDX2015,M,Aug-76,22.80588
195225,CAN,CPI,FOOD,IDX2015,M,Sep-76,22.66423
195226,CAN,CPI,FOOD,IDX2015,M,Oct-76,22.66423
195227,CAN,CPI,FOOD,IDX2015,M,Nov-76,22.45175
195228,CAN,CPI,FOOD,IDX2015,M,Dec-76,22.52258
195229,CAN,CPI,FOOD,IDX2015,M,Jan-77,22.87671
195230,CAN,CPI,FOOD,IDX2015,M,Feb-77,23.37248
195231,CAN,CPI,FOOD,IDX2015,M,Mar-77,23.58496
195232,CAN,CPI,FOOD,IDX2015,M,Apr-77,23.93909
195233,CAN,CPI,FOOD,IDX2015,M,May-77,24.29322
195234,CAN,CPI,FOOD,IDX2015,M,Jun-77,24.64735
195235,CAN,CPI,FOOD,IDX2015,M,Jul-77,25.14313
195236,CAN,CPI,FOOD,IDX2015,M,Aug-77,25.3556
195237,CAN,CPI,FOOD,IDX2015,M,Sep-77,25.42643
195238,CAN,CPI,FOOD,IDX2015,M,Oct-77,25.85138
195239,CAN,CPI,FOOD,IDX2015,M,Nov-77,26.06386
195240,CAN,CPI,FOOD,IDX2015,M,Dec-77,26.55964
195241,CAN,CPI,FOOD,IDX2015,M,Jan-78,26.77212
195242,CAN,CPI,FOOD,IDX2015,M,Feb-78,26.9846
195243,CAN,CPI,FOOD,IDX2015,M,Mar-78,27.40955
195244,CAN,CPI,FOOD,IDX2015,M,Apr-78,27.97616
195245,CAN,CPI,FOOD,IDX2015,M,May-78,29.03854
195246,CAN,CPI,FOOD,IDX2015,M,Jun-78,29.67597
195247,CAN,CPI,FOOD,IDX2015,M,Jul-78,31.02166
195248,CAN,CPI,FOOD,IDX2015,M,Aug-78,30.45506
195249,CAN,CPI,FOOD,IDX2015,M,Sep-78,29.53432
195250,CAN,CPI,FOOD,IDX2015,M,Oct-78,29.88845
195251,CAN,CPI,FOOD,IDX2015,M,Nov-78,29.95927
195252,CAN,CPI,FOOD,IDX2015,M,Dec-78,30.17175
195253,CAN,CPI,FOOD,IDX2015,M,Jan-79,30.88001
195254,CAN,CPI,FOOD,IDX2015,M,Feb-79,31.65909
195255,CAN,CPI,FOOD,IDX2015,M,Mar-79,32.57983
195256,CAN,CPI,FOOD,IDX2015,M,Apr-79,32.93396
195257,CAN,CPI,FOOD,IDX2015,M,May-79,33.00478
195258,CAN,CPI,FOOD,IDX2015,M,Jun-79,33.00478
195259,CAN,CPI,FOOD,IDX2015,M,Jul-79,33.71304
195260,CAN,CPI,FOOD,IDX2015,M,Aug-79,33.35891
195261,CAN,CPI,FOOD,IDX2015,M,Sep-79,33.35891
195262,CAN,CPI,FOOD,IDX2015,M,Oct-79,33.64221
195263,CAN,CPI,FOOD,IDX2015,M,Nov-79,33.64221
195264,CAN,CPI,FOOD,IDX2015,M,Dec-79,34.13799
195265,CAN,CPI,FOOD,IDX2015,M,Jan-80,34.20882
195266,CAN,CPI,FOOD,IDX2015,M,Feb-80,34.77542
195267,CAN,CPI,FOOD,IDX2015,M,Mar-80,35.12955
195268,CAN,CPI,FOOD,IDX2015,M,Apr-80,35.12955
195269,CAN,CPI,FOOD,IDX2015,M,May-80,35.5545
195270,CAN,CPI,FOOD,IDX2015,M,Jun-80,36.54607
195271,CAN,CPI,FOOD,IDX2015,M,Jul-80,36.82937
195272,CAN,CPI,FOOD,IDX2015,M,Aug-80,37.4668
195273,CAN,CPI,FOOD,IDX2015,M,Sep-80,38.10423
195274,CAN,CPI,FOOD,IDX2015,M,Oct-80,38.31671
195275,CAN,CPI,FOOD,IDX2015,M,Nov-80,38.74166
195276,CAN,CPI,FOOD,IDX2015,M,Dec-80,39.23744
195277,CAN,CPI,FOOD,IDX2015,M,Jan-81,39.44992
195278,CAN,CPI,FOOD,IDX2015,M,Feb-81,40.15818
195279,CAN,CPI,FOOD,IDX2015,M,Mar-81,40.44148
195280,CAN,CPI,FOOD,IDX2015,M,Apr-81,40.79561
195281,CAN,CPI,FOOD,IDX2015,M,May-81,40.51231
195282,CAN,CPI,FOOD,IDX2015,M,Jun-81,41.36221
195283,CAN,CPI,FOOD,IDX2015,M,Jul-81,41.92882
195284,CAN,CPI,FOOD,IDX2015,M,Aug-81,41.92882
195285,CAN,CPI,FOOD,IDX2015,M,Sep-81,41.78717
195286,CAN,CPI,FOOD,IDX2015,M,Oct-81,41.71634
195287,CAN,CPI,FOOD,IDX2015,M,Nov-81,41.50386
195288,CAN,CPI,FOOD,IDX2015,M,Dec-81,41.00809
195289,CAN,CPI,FOOD,IDX2015,M,Jan-82,41.43304
195290,CAN,CPI,FOOD,IDX2015,M,Feb-82,42.28295
195291,CAN,CPI,FOOD,IDX2015,M,Mar-82,42.63708
195292,CAN,CPI,FOOD,IDX2015,M,Apr-82,42.99121
195293,CAN,CPI,FOOD,IDX2015,M,May-82,44.05359
195294,CAN,CPI,FOOD,IDX2015,M,Jun-82,45.04515
195295,CAN,CPI,FOOD,IDX2015,M,Jul-82,45.25763
195296,CAN,CPI,FOOD,IDX2015,M,Aug-82,44.6202
195297,CAN,CPI,FOOD,IDX2015,M,Sep-82,44.12442
195298,CAN,CPI,FOOD,IDX2015,M,Oct-82,43.84111
195299,CAN,CPI,FOOD,IDX2015,M,Nov-82,44.05359
195300,CAN,CPI,FOOD,IDX2015,M,Dec-82,43.69946
195301,CAN,CPI,FOOD,IDX2015,M,Jan-83,43.69946
195302,CAN,CPI,FOOD,IDX2015,M,Feb-83,44.05359
195303,CAN,CPI,FOOD,IDX2015,M,Mar-83,43.91194
195304,CAN,CPI,FOOD,IDX2015,M,Apr-83,44.40772
195305,CAN,CPI,FOOD,IDX2015,M,May-83,45.39928
195306,CAN,CPI,FOOD,IDX2015,M,Jun-83,45.4701
195307,CAN,CPI,FOOD,IDX2015,M,Jul-83,45.68258
195308,CAN,CPI,FOOD,IDX2015,M,Aug-83,45.68258
195309,CAN,CPI,FOOD,IDX2015,M,Sep-83,44.97433
195310,CAN,CPI,FOOD,IDX2015,M,Oct-83,45.54093
195311,CAN,CPI,FOOD,IDX2015,M,Nov-83,45.1868
195312,CAN,CPI,FOOD,IDX2015,M,Dec-83,45.32845
195313,CAN,CPI,FOOD,IDX2015,M,Jan-84,46.39084
195314,CAN,CPI,FOOD,IDX2015,M,Feb-84,47.0991
195315,CAN,CPI,FOOD,IDX2015,M,Mar-84,47.59488
195316,CAN,CPI,FOOD,IDX2015,M,Apr-84,47.6657
195317,CAN,CPI,FOOD,IDX2015,M,May-84,47.52405
195318,CAN,CPI,FOOD,IDX2015,M,Jun-84,48.23231
195319,CAN,CPI,FOOD,IDX2015,M,Jul-84,48.72809
195320,CAN,CPI,FOOD,IDX2015,M,Aug-84,48.23231
195321,CAN,CPI,FOOD,IDX2015,M,Sep-84,47.6657
195322,CAN,CPI,FOOD,IDX2015,M,Oct-84,47.6657
195323,CAN,CPI,FOOD,IDX2015,M,Nov-84,47.6657
195324,CAN,CPI,FOOD,IDX2015,M,Dec-84,47.59488
195325,CAN,CPI,FOOD,IDX2015,M,Jan-85,48.23231
195326,CAN,CPI,FOOD,IDX2015,M,Feb-85,48.86974
195327,CAN,CPI,FOOD,IDX2015,M,Mar-85,48.72809
195328,CAN,CPI,FOOD,IDX2015,M,Apr-85,49.43634
195329,CAN,CPI,FOOD,IDX2015,M,May-85,48.94057
195330,CAN,CPI,FOOD,IDX2015,M,Jun-85,49.22387
195331,CAN,CPI,FOOD,IDX2015,M,Jul-85,49.578
195332,CAN,CPI,FOOD,IDX2015,M,Aug-85,49.08222
195333,CAN,CPI,FOOD,IDX2015,M,Sep-85,48.30313
195334,CAN,CPI,FOOD,IDX2015,M,Oct-85,48.09066
195335,CAN,CPI,FOOD,IDX2015,M,Nov-85,48.37396
195336,CAN,CPI,FOOD,IDX2015,M,Dec-85,49.22387
195337,CAN,CPI,FOOD,IDX2015,M,Jan-86,50.1446
195338,CAN,CPI,FOOD,IDX2015,M,Feb-86,49.79047
195339,CAN,CPI,FOOD,IDX2015,M,Mar-86,49.79047
195340,CAN,CPI,FOOD,IDX2015,M,Apr-86,50.35708
195341,CAN,CPI,FOOD,IDX2015,M,May-86,50.92369
195342,CAN,CPI,FOOD,IDX2015,M,Jun-86,50.99451
195343,CAN,CPI,FOOD,IDX2015,M,Jul-86,51.63194
195344,CAN,CPI,FOOD,IDX2015,M,Aug-86,51.91525
195345,CAN,CPI,FOOD,IDX2015,M,Sep-86,52.26937
195346,CAN,CPI,FOOD,IDX2015,M,Oct-86,52.41103
195347,CAN,CPI,FOOD,IDX2015,M,Nov-86,52.76515
195348,CAN,CPI,FOOD,IDX2015,M,Dec-86,52.6235
195349,CAN,CPI,FOOD,IDX2015,M,Jan-87,53.26093
195350,CAN,CPI,FOOD,IDX2015,M,Feb-87,53.26093
195351,CAN,CPI,FOOD,IDX2015,M,Mar-87,53.11928
195352,CAN,CPI,FOOD,IDX2015,M,Apr-87,53.11928
195353,CAN,CPI,FOOD,IDX2015,M,May-87,53.68589
195354,CAN,CPI,FOOD,IDX2015,M,Jun-87,54.60662
195355,CAN,CPI,FOOD,IDX2015,M,Jul-87,54.67745
195356,CAN,CPI,FOOD,IDX2015,M,Aug-87,53.82754
195357,CAN,CPI,FOOD,IDX2015,M,Sep-87,53.40258
195358,CAN,CPI,FOOD,IDX2015,M,Oct-87,53.47341
195359,CAN,CPI,FOOD,IDX2015,M,Nov-87,53.68589
195360,CAN,CPI,FOOD,IDX2015,M,Dec-87,53.47341
195361,CAN,CPI,FOOD,IDX2015,M,Jan-88,54.18167
195362,CAN,CPI,FOOD,IDX2015,M,Feb-88,53.96919
195363,CAN,CPI,FOOD,IDX2015,M,Mar-88,53.68589
195364,CAN,CPI,FOOD,IDX2015,M,Apr-88,54.04002
195365,CAN,CPI,FOOD,IDX2015,M,May-88,54.39415
195366,CAN,CPI,FOOD,IDX2015,M,Jun-88,54.96075
195367,CAN,CPI,FOOD,IDX2015,M,Jul-88,55.45653
195368,CAN,CPI,FOOD,IDX2015,M,Aug-88,55.59818
195369,CAN,CPI,FOOD,IDX2015,M,Sep-88,55.3857
195370,CAN,CPI,FOOD,IDX2015,M,Oct-88,55.31488
195371,CAN,CPI,FOOD,IDX2015,M,Nov-88,54.88993
195372,CAN,CPI,FOOD,IDX2015,M,Dec-88,54.5358
195373,CAN,CPI,FOOD,IDX2015,M,Jan-89,55.3857
195374,CAN,CPI,FOOD,IDX2015,M,Feb-89,55.88148
195375,CAN,CPI,FOOD,IDX2015,M,Mar-89,55.81066
195376,CAN,CPI,FOOD,IDX2015,M,Apr-89,56.09396
195377,CAN,CPI,FOOD,IDX2015,M,May-89,56.51892
195378,CAN,CPI,FOOD,IDX2015,M,Jun-89,56.94387
195379,CAN,CPI,FOOD,IDX2015,M,Jul-89,57.43965
195380,CAN,CPI,FOOD,IDX2015,M,Aug-89,56.94387
195381,CAN,CPI,FOOD,IDX2015,M,Sep-89,56.51892
195382,CAN,CPI,FOOD,IDX2015,M,Oct-89,56.66057
195383,CAN,CPI,FOOD,IDX2015,M,Nov-89,56.58974
195384,CAN,CPI,FOOD,IDX2015,M,Dec-89,56.09396
195385,CAN,CPI,FOOD,IDX2015,M,Jan-90,57.93543
195386,CAN,CPI,FOOD,IDX2015,M,Feb-90,58.57286
195387,CAN,CPI,FOOD,IDX2015,M,Mar-90,58.71451
195388,CAN,CPI,FOOD,IDX2015,M,Apr-90,58.00626
195389,CAN,CPI,FOOD,IDX2015,M,May-90,58.07708
195390,CAN,CPI,FOOD,IDX2015,M,Jun-90,59.21029
195391,CAN,CPI,FOOD,IDX2015,M,Jul-90,59.56442
195392,CAN,CPI,FOOD,IDX2015,M,Aug-90,58.71451
195393,CAN,CPI,FOOD,IDX2015,M,Sep-90,58.50204
195394,CAN,CPI,FOOD,IDX2015,M,Oct-90,58.78534
195395,CAN,CPI,FOOD,IDX2015,M,Nov-90,58.85616
195396,CAN,CPI,FOOD,IDX2015,M,Dec-90,58.36039
195397,CAN,CPI,FOOD,IDX2015,M,Jan-91,60.0602
195398,CAN,CPI,FOOD,IDX2015,M,Feb-91,59.98938
195399,CAN,CPI,FOOD,IDX2015,M,Mar-91,60.13103
195400,CAN,CPI,FOOD,IDX2015,M,Apr-91,60.48516
195401,CAN,CPI,FOOD,IDX2015,M,May-91,60.48516
195402,CAN,CPI,FOOD,IDX2015,M,Jun-91,62.11415
195403,CAN,CPI,FOOD,IDX2015,M,Jul-91,61.54754
195404,CAN,CPI,FOOD,IDX2015,M,Aug-91,60.48516
195405,CAN,CPI,FOOD,IDX2015,M,Sep-91,59.28112
195406,CAN,CPI,FOOD,IDX2015,M,Oct-91,58.43121
195407,CAN,CPI,FOOD,IDX2015,M,Nov-91,58.57286
195408,CAN,CPI,FOOD,IDX2015,M,Dec-91,57.8646
195409,CAN,CPI,FOOD,IDX2015,M,Jan-92,58.50204
195410,CAN,CPI,FOOD,IDX2015,M,Feb-92,58.57286
195411,CAN,CPI,FOOD,IDX2015,M,Mar-92,58.99782
195412,CAN,CPI,FOOD,IDX2015,M,Apr-92,59.28112
195413,CAN,CPI,FOOD,IDX2015,M,May-92,59.06864
195414,CAN,CPI,FOOD,IDX2015,M,Jun-92,59.70607
195415,CAN,CPI,FOOD,IDX2015,M,Jul-92,59.56442
195416,CAN,CPI,FOOD,IDX2015,M,Aug-92,59.42277
195417,CAN,CPI,FOOD,IDX2015,M,Sep-92,58.99782
195418,CAN,CPI,FOOD,IDX2015,M,Oct-92,58.78534
195419,CAN,CPI,FOOD,IDX2015,M,Nov-92,58.99782
195420,CAN,CPI,FOOD,IDX2015,M,Dec-92,59.28112
195421,CAN,CPI,FOOD,IDX2015,M,Jan-93,59.91855
195422,CAN,CPI,FOOD,IDX2015,M,Feb-93,60.34351
195423,CAN,CPI,FOOD,IDX2015,M,Mar-93,59.98938
195424,CAN,CPI,FOOD,IDX2015,M,Apr-93,59.7769
195425,CAN,CPI,FOOD,IDX2015,M,May-93,60.55598
195426,CAN,CPI,FOOD,IDX2015,M,Jun-93,60.62681
195427,CAN,CPI,FOOD,IDX2015,M,Jul-93,60.55598
195428,CAN,CPI,FOOD,IDX2015,M,Aug-93,60.13103
195429,CAN,CPI,FOOD,IDX2015,M,Sep-93,59.7769
195430,CAN,CPI,FOOD,IDX2015,M,Oct-93,59.7769
195431,CAN,CPI,FOOD,IDX2015,M,Nov-93,60.13103
195432,CAN,CPI,FOOD,IDX2015,M,Dec-93,60.48516
195433,CAN,CPI,FOOD,IDX2015,M,Jan-94,60.76846
195434,CAN,CPI,FOOD,IDX2015,M,Feb-94,60.34351
195435,CAN,CPI,FOOD,IDX2015,M,Mar-94,59.70607
195436,CAN,CPI,FOOD,IDX2015,M,Apr-94,60.0602
195437,CAN,CPI,FOOD,IDX2015,M,May-94,60.0602
195438,CAN,CPI,FOOD,IDX2015,M,Jun-94,60.34351
195439,CAN,CPI,FOOD,IDX2015,M,Jul-94,60.76846
195440,CAN,CPI,FOOD,IDX2015,M,Aug-94,60.48516
195441,CAN,CPI,FOOD,IDX2015,M,Sep-94,59.7769
195442,CAN,CPI,FOOD,IDX2015,M,Oct-94,59.98938
195443,CAN,CPI,FOOD,IDX2015,M,Nov-94,60.13103
195444,CAN,CPI,FOOD,IDX2015,M,Dec-94,60.34351
195445,CAN,CPI,FOOD,IDX2015,M,Jan-95,61.61837
195446,CAN,CPI,FOOD,IDX2015,M,Feb-95,62.04332
195447,CAN,CPI,FOOD,IDX2015,M,Mar-95,61.90167
195448,CAN,CPI,FOOD,IDX2015,M,Apr-95,62.89323
195449,CAN,CPI,FOOD,IDX2015,M,May-95,62.2558
195450,CAN,CPI,FOOD,IDX2015,M,Jun-95,62.39745
195451,CAN,CPI,FOOD,IDX2015,M,Jul-95,62.32663
195452,CAN,CPI,FOOD,IDX2015,M,Aug-95,61.47672
195453,CAN,CPI,FOOD,IDX2015,M,Sep-95,61.19341
195454,CAN,CPI,FOOD,IDX2015,M,Oct-95,61.19341
195455,CAN,CPI,FOOD,IDX2015,M,Nov-95,61.19341
195456,CAN,CPI,FOOD,IDX2015,M,Dec-95,61.54754
195457,CAN,CPI,FOOD,IDX2015,M,Jan-96,61.90167
195458,CAN,CPI,FOOD,IDX2015,M,Feb-96,61.90167
195459,CAN,CPI,FOOD,IDX2015,M,Mar-96,62.11415
195460,CAN,CPI,FOOD,IDX2015,M,Apr-96,62.89323
195461,CAN,CPI,FOOD,IDX2015,M,May-96,62.46828
195462,CAN,CPI,FOOD,IDX2015,M,Jun-96,62.96405
195463,CAN,CPI,FOOD,IDX2015,M,Jul-96,62.75158
195464,CAN,CPI,FOOD,IDX2015,M,Aug-96,62.46828
195465,CAN,CPI,FOOD,IDX2015,M,Sep-96,62.18497
195466,CAN,CPI,FOOD,IDX2015,M,Oct-96,62.68075
195467,CAN,CPI,FOOD,IDX2015,M,Nov-96,63.24736
195468,CAN,CPI,FOOD,IDX2015,M,Dec-96,63.03488
195469,CAN,CPI,FOOD,IDX2015,M,Jan-97,63.45984
195470,CAN,CPI,FOOD,IDX2015,M,Feb-97,63.60149
195471,CAN,CPI,FOOD,IDX2015,M,Mar-97,63.53066
195472,CAN,CPI,FOOD,IDX2015,M,Apr-97,63.31818
195473,CAN,CPI,FOOD,IDX2015,M,May-97,63.60149
195474,CAN,CPI,FOOD,IDX2015,M,Jun-97,63.81396
195475,CAN,CPI,FOOD,IDX2015,M,Jul-97,64.16809
195476,CAN,CPI,FOOD,IDX2015,M,Aug-97,63.60149
195477,CAN,CPI,FOOD,IDX2015,M,Sep-97,62.8224
195478,CAN,CPI,FOOD,IDX2015,M,Oct-97,62.96405
195479,CAN,CPI,FOOD,IDX2015,M,Nov-97,63.67231
195480,CAN,CPI,FOOD,IDX2015,M,Dec-97,63.60149
195481,CAN,CPI,FOOD,IDX2015,M,Jan-98,65.018
195482,CAN,CPI,FOOD,IDX2015,M,Feb-98,64.30975
195483,CAN,CPI,FOOD,IDX2015,M,Mar-98,64.52222
195484,CAN,CPI,FOOD,IDX2015,M,Apr-98,64.30975
195485,CAN,CPI,FOOD,IDX2015,M,May-98,64.66387
195486,CAN,CPI,FOOD,IDX2015,M,Jun-98,65.30131
195487,CAN,CPI,FOOD,IDX2015,M,Jul-98,64.94717
195488,CAN,CPI,FOOD,IDX2015,M,Aug-98,64.38057
195489,CAN,CPI,FOOD,IDX2015,M,Sep-98,63.60149
195490,CAN,CPI,FOOD,IDX2015,M,Oct-98,63.67231
195491,CAN,CPI,FOOD,IDX2015,M,Nov-98,64.7347
195492,CAN,CPI,FOOD,IDX2015,M,Dec-98,64.66387
195493,CAN,CPI,FOOD,IDX2015,M,Jan-99,65.72626
195494,CAN,CPI,FOOD,IDX2015,M,Feb-99,65.23048
195495,CAN,CPI,FOOD,IDX2015,M,Mar-99,65.30131
195496,CAN,CPI,FOOD,IDX2015,M,Apr-99,65.44296
195497,CAN,CPI,FOOD,IDX2015,M,May-99,65.58461
195498,CAN,CPI,FOOD,IDX2015,M,Jun-99,65.86791
195499,CAN,CPI,FOOD,IDX2015,M,Jul-99,65.65543
195500,CAN,CPI,FOOD,IDX2015,M,Aug-99,64.87635
195501,CAN,CPI,FOOD,IDX2015,M,Sep-99,64.30975
195502,CAN,CPI,FOOD,IDX2015,M,Oct-99,64.38057
195503,CAN,CPI,FOOD,IDX2015,M,Nov-99,64.80553
195504,CAN,CPI,FOOD,IDX2015,M,Dec-99,65.08883
195505,CAN,CPI,FOOD,IDX2015,M,Jan-00,64.94717
195506,CAN,CPI,FOOD,IDX2015,M,Feb-00,64.7347
195507,CAN,CPI,FOOD,IDX2015,M,Mar-00,65.08883
195508,CAN,CPI,FOOD,IDX2015,M,Apr-00,65.23048
195509,CAN,CPI,FOOD,IDX2015,M,May-00,65.86791
195510,CAN,CPI,FOOD,IDX2015,M,Jun-00,66.43452
195511,CAN,CPI,FOOD,IDX2015,M,Jul-00,66.85947
195512,CAN,CPI,FOOD,IDX2015,M,Aug-00,66.50534
195513,CAN,CPI,FOOD,IDX2015,M,Sep-00,65.72626
195514,CAN,CPI,FOOD,IDX2015,M,Oct-00,65.51378
195515,CAN,CPI,FOOD,IDX2015,M,Nov-00,66.29286
195516,CAN,CPI,FOOD,IDX2015,M,Dec-00,67.42608
195517,CAN,CPI,FOOD,IDX2015,M,Jan-01,67.4969
195518,CAN,CPI,FOOD,IDX2015,M,Feb-01,68.20516
195519,CAN,CPI,FOOD,IDX2015,M,Mar-01,68.91341
195520,CAN,CPI,FOOD,IDX2015,M,Apr-01,69.19672
195521,CAN,CPI,FOOD,IDX2015,M,May-01,69.90498
195522,CAN,CPI,FOOD,IDX2015,M,Jun-01,69.9758
195523,CAN,CPI,FOOD,IDX2015,M,Jul-01,70.18828
195524,CAN,CPI,FOOD,IDX2015,M,Aug-01,69.33837
195525,CAN,CPI,FOOD,IDX2015,M,Sep-01,68.63011
195526,CAN,CPI,FOOD,IDX2015,M,Oct-01,68.41763
195527,CAN,CPI,FOOD,IDX2015,M,Nov-01,68.84259
195528,CAN,CPI,FOOD,IDX2015,M,Dec-01,69.83415
195529,CAN,CPI,FOOD,IDX2015,M,Jan-02,70.82571
195530,CAN,CPI,FOOD,IDX2015,M,Feb-02,71.32149
195531,CAN,CPI,FOOD,IDX2015,M,Mar-02,71.10901
195532,CAN,CPI,FOOD,IDX2015,M,Apr-02,71.46314
195533,CAN,CPI,FOOD,IDX2015,M,May-02,71.03819
195534,CAN,CPI,FOOD,IDX2015,M,Jun-02,71.32149
195535,CAN,CPI,FOOD,IDX2015,M,Jul-02,71.25066
195536,CAN,CPI,FOOD,IDX2015,M,Aug-02,70.61324
195537,CAN,CPI,FOOD,IDX2015,M,Sep-02,69.6925
195538,CAN,CPI,FOOD,IDX2015,M,Oct-02,69.19672
195539,CAN,CPI,FOOD,IDX2015,M,Nov-02,70.75488
195540,CAN,CPI,FOOD,IDX2015,M,Dec-02,71.32149
195541,CAN,CPI,FOOD,IDX2015,M,Jan-03,72.10057
195542,CAN,CPI,FOOD,IDX2015,M,Feb-03,71.88809
195543,CAN,CPI,FOOD,IDX2015,M,Mar-03,72.02975
195544,CAN,CPI,FOOD,IDX2015,M,Apr-03,72.02975
195545,CAN,CPI,FOOD,IDX2015,M,May-03,72.31305
195546,CAN,CPI,FOOD,IDX2015,M,Jun-03,72.52553
195547,CAN,CPI,FOOD,IDX2015,M,Jul-03,72.4547
195548,CAN,CPI,FOOD,IDX2015,M,Aug-03,71.53397
195549,CAN,CPI,FOOD,IDX2015,M,Sep-03,70.82571
195550,CAN,CPI,FOOD,IDX2015,M,Oct-03,70.5424
195551,CAN,CPI,FOOD,IDX2015,M,Nov-03,71.53397
195552,CAN,CPI,FOOD,IDX2015,M,Dec-03,72.38387
195553,CAN,CPI,FOOD,IDX2015,M,Jan-04,72.38387
195554,CAN,CPI,FOOD,IDX2015,M,Feb-04,72.1714
195555,CAN,CPI,FOOD,IDX2015,M,Mar-04,72.31305
195556,CAN,CPI,FOOD,IDX2015,M,Apr-04,72.02975
195557,CAN,CPI,FOOD,IDX2015,M,May-04,72.80883
195558,CAN,CPI,FOOD,IDX2015,M,Jun-04,73.80039
195559,CAN,CPI,FOOD,IDX2015,M,Jul-04,73.65874
195560,CAN,CPI,FOOD,IDX2015,M,Aug-04,73.37543
195561,CAN,CPI,FOOD,IDX2015,M,Sep-04,72.80883
195562,CAN,CPI,FOOD,IDX2015,M,Oct-04,73.23379
195563,CAN,CPI,FOOD,IDX2015,M,Nov-04,74.22534
195564,CAN,CPI,FOOD,IDX2015,M,Dec-04,74.6503
195565,CAN,CPI,FOOD,IDX2015,M,Jan-05,74.22534
195566,CAN,CPI,FOOD,IDX2015,M,Feb-05,73.94204
195567,CAN,CPI,FOOD,IDX2015,M,Mar-05,74.367
195568,CAN,CPI,FOOD,IDX2015,M,Apr-05,75.2169
195569,CAN,CPI,FOOD,IDX2015,M,May-05,75.35856
195570,CAN,CPI,FOOD,IDX2015,M,Jun-05,75.57103
195571,CAN,CPI,FOOD,IDX2015,M,Jul-05,75.28773
195572,CAN,CPI,FOOD,IDX2015,M,Aug-05,75.07525
195573,CAN,CPI,FOOD,IDX2015,M,Sep-05,74.01286
195574,CAN,CPI,FOOD,IDX2015,M,Oct-05,74.29617
