,index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,CPI
367,34709,CAN,CPI,ENRG,AGRWTH,M,Aug-92,1.034929
368,34710,CAN,CPI,ENRG,AGRWTH,M,Sep-92,-0.2570694
369,34711,CAN,CPI,ENRG,AGRWTH,M,Oct-92,1.572739
370,34712,CAN,CPI,ENRG,AGRWTH,M,Nov-92,2.621232
371,34713,CAN,CPI,ENRG,AGRWTH,M,Dec-92,3.713528
372,34714,CAN,CPI,ENRG,AGRWTH,M,Jan-93,1.28866
373,34715,CAN,CPI,ENRG,AGRWTH,M,Feb-93,3.439153
374,34716,CAN,CPI,ENRG,AGRWTH,M,Mar-93,3.328895
375,34717,CAN,CPI,ENRG,AGRWTH,M,Apr-93,3.324468
376,34718,CAN,CPI,ENRG,AGRWTH,M,May-93,2.49017
377,34719,CAN,CPI,ENRG,AGRWTH,M,Jun-93,1.806452
378,34720,CAN,CPI,ENRG,AGRWTH,M,Jul-93,-0.5063291
379,34721,CAN,CPI,ENRG,AGRWTH,M,Aug-93,0.0
380,34722,CAN,CPI,ENRG,AGRWTH,M,Sep-93,1.030928
381,34723,CAN,CPI,ENRG,AGRWTH,M,Oct-93,0.6451613
382,34724,CAN,CPI,ENRG,AGRWTH,M,Nov-93,-0.3831418
383,34725,CAN,CPI,ENRG,AGRWTH,M,Dec-93,-1.40665
384,34726,CAN,CPI,ENRG,AGRWTH,M,Jan-94,-2.798982
385,34727,CAN,CPI,ENRG,AGRWTH,M,Feb-94,-1.150895
386,34728,CAN,CPI,ENRG,AGRWTH,M,Mar-94,-0.128866
387,34729,CAN,CPI,ENRG,AGRWTH,M,Apr-94,-0.3861004
388,34730,CAN,CPI,ENRG,AGRWTH,M,May-94,-0.1278772
389,34731,CAN,CPI,ENRG,AGRWTH,M,Jun-94,0.3802281
390,34732,CAN,CPI,ENRG,AGRWTH,M,Jul-94,1.653944
391,34733,CAN,CPI,ENRG,AGRWTH,M,Aug-94,3.201024
392,34734,CAN,CPI,ENRG,AGRWTH,M,Sep-94,1.785714
393,34735,CAN,CPI,ENRG,AGRWTH,M,Oct-94,0.2564103
394,34736,CAN,CPI,ENRG,AGRWTH,M,Nov-94,1.923077
395,34737,CAN,CPI,ENRG,AGRWTH,M,Dec-94,2.204929
396,34738,CAN,CPI,ENRG,AGRWTH,M,Jan-95,2.748691
397,34739,CAN,CPI,ENRG,AGRWTH,M,Feb-95,1.811126
398,34740,CAN,CPI,ENRG,AGRWTH,M,Mar-95,2.193548
399,34741,CAN,CPI,ENRG,AGRWTH,M,Apr-95,2.713178
400,34742,CAN,CPI,ENRG,AGRWTH,M,May-95,4.097311
401,34743,CAN,CPI,ENRG,AGRWTH,M,Jun-95,2.525253
402,34744,CAN,CPI,ENRG,AGRWTH,M,Jul-95,0.8760951
403,34745,CAN,CPI,ENRG,AGRWTH,M,Aug-95,-1.364764
404,34746,CAN,CPI,ENRG,AGRWTH,M,Sep-95,-0.1253133
405,34747,CAN,CPI,ENRG,AGRWTH,M,Oct-95,0.7672634
406,34748,CAN,CPI,ENRG,AGRWTH,M,Nov-95,-1.257862
407,34749,CAN,CPI,ENRG,AGRWTH,M,Dec-95,0.8883249
408,34750,CAN,CPI,ENRG,AGRWTH,M,Jan-96,1.273885
409,34751,CAN,CPI,ENRG,AGRWTH,M,Feb-96,0.7623888
410,34752,CAN,CPI,ENRG,AGRWTH,M,Mar-96,1.767677
411,34753,CAN,CPI,ENRG,AGRWTH,M,Apr-96,2.767296
412,34754,CAN,CPI,ENRG,AGRWTH,M,May-96,3.690037
413,34755,CAN,CPI,ENRG,AGRWTH,M,Jun-96,2.339901
414,34756,CAN,CPI,ENRG,AGRWTH,M,Jul-96,0.4962779
415,34757,CAN,CPI,ENRG,AGRWTH,M,Aug-96,2.012579
416,34758,CAN,CPI,ENRG,AGRWTH,M,Sep-96,2.50941
417,34759,CAN,CPI,ENRG,AGRWTH,M,Oct-96,5.837564
418,34760,CAN,CPI,ENRG,AGRWTH,M,Nov-96,6.11465
419,34761,CAN,CPI,ENRG,AGRWTH,M,Dec-96,5.408805
420,34762,CAN,CPI,ENRG,AGRWTH,M,Jan-97,6.163522
421,34763,CAN,CPI,ENRG,AGRWTH,M,Feb-97,7.06179
422,34764,CAN,CPI,ENRG,AGRWTH,M,Mar-97,4.83871
423,34765,CAN,CPI,ENRG,AGRWTH,M,Apr-97,1.713586
424,34766,CAN,CPI,ENRG,AGRWTH,M,May-97,-1.304864
425,34767,CAN,CPI,ENRG,AGRWTH,M,Jun-97,0.6016847
426,34768,CAN,CPI,ENRG,AGRWTH,M,Jul-97,2.345679
427,34769,CAN,CPI,ENRG,AGRWTH,M,Aug-97,4.31566
428,34770,CAN,CPI,ENRG,AGRWTH,M,Sep-97,3.916769
429,34771,CAN,CPI,ENRG,AGRWTH,M,Oct-97,0.9592326
430,34772,CAN,CPI,ENRG,AGRWTH,M,Nov-97,-0.120048
431,34773,CAN,CPI,ENRG,AGRWTH,M,Dec-97,-1.073986
432,34774,CAN,CPI,ENRG,AGRWTH,M,Jan-98,-2.488152
433,34775,CAN,CPI,ENRG,AGRWTH,M,Feb-98,-4.829211
434,34776,CAN,CPI,ENRG,AGRWTH,M,Mar-98,-5.443787
435,34777,CAN,CPI,ENRG,AGRWTH,M,Apr-98,-3.730445
436,34778,CAN,CPI,ENRG,AGRWTH,M,May-98,-2.403846
437,34779,CAN,CPI,ENRG,AGRWTH,M,Jun-98,-2.990431
438,34780,CAN,CPI,ENRG,AGRWTH,M,Jul-98,-3.015682
439,34781,CAN,CPI,ENRG,AGRWTH,M,Aug-98,-5.082742
440,34782,CAN,CPI,ENRG,AGRWTH,M,Sep-98,-6.831566
441,34783,CAN,CPI,ENRG,AGRWTH,M,Oct-98,-4.038005
442,34784,CAN,CPI,ENRG,AGRWTH,M,Nov-98,-3.485577
443,34785,CAN,CPI,ENRG,AGRWTH,M,Dec-98,-4.221954
444,34786,CAN,CPI,ENRG,AGRWTH,M,Jan-99,-3.402187
445,34787,CAN,CPI,ENRG,AGRWTH,M,Feb-99,-2.351485
446,34788,CAN,CPI,ENRG,AGRWTH,M,Mar-99,0.1251564
447,34789,CAN,CPI,ENRG,AGRWTH,M,Apr-99,3.75
448,34790,CAN,CPI,ENRG,AGRWTH,M,May-99,2.955665
449,34791,CAN,CPI,ENRG,AGRWTH,M,Jun-99,2.342787
450,34792,CAN,CPI,ENRG,AGRWTH,M,Jul-99,5.472637
451,34793,CAN,CPI,ENRG,AGRWTH,M,Aug-99,9.339975
452,34794,CAN,CPI,ENRG,AGRWTH,M,Sep-99,12.5158
453,34795,CAN,CPI,ENRG,AGRWTH,M,Oct-99,11.5099
454,34796,CAN,CPI,ENRG,AGRWTH,M,Nov-99,11.20797
455,34797,CAN,CPI,ENRG,AGRWTH,M,Dec-99,14.98741
456,34798,CAN,CPI,ENRG,AGRWTH,M,Jan-00,15.09434
457,34799,CAN,CPI,ENRG,AGRWTH,M,Feb-00,19.39164
458,34800,CAN,CPI,ENRG,AGRWTH,M,Mar-00,22.375
459,34801,CAN,CPI,ENRG,AGRWTH,M,Apr-00,13.61446
460,34802,CAN,CPI,ENRG,AGRWTH,M,May-00,14.11483
461,34803,CAN,CPI,ENRG,AGRWTH,M,Jun-00,19.39759
462,34804,CAN,CPI,ENRG,AGRWTH,M,Jul-00,17.8066
463,34805,CAN,CPI,ENRG,AGRWTH,M,Aug-00,11.8451
464,34806,CAN,CPI,ENRG,AGRWTH,M,Sep-00,15.16854
465,34807,CAN,CPI,ENRG,AGRWTH,M,Oct-00,15.20533
466,34808,CAN,CPI,ENRG,AGRWTH,M,Nov-00,18.02912
467,34809,CAN,CPI,ENRG,AGRWTH,M,Dec-00,13.5816
468,34810,CAN,CPI,ENRG,AGRWTH,M,Jan-01,10.38251
469,34811,CAN,CPI,ENRG,AGRWTH,M,Feb-01,6.369427
470,34812,CAN,CPI,ENRG,AGRWTH,M,Mar-01,3.677222
471,34813,CAN,CPI,ENRG,AGRWTH,M,Apr-01,11.55886
472,34814,CAN,CPI,ENRG,AGRWTH,M,May-01,16.03773
473,34815,CAN,CPI,ENRG,AGRWTH,M,Jun-01,10.29263
474,34816,CAN,CPI,ENRG,AGRWTH,M,Jul-01,2.802803
475,34817,CAN,CPI,ENRG,AGRWTH,M,Aug-01,4.786151
476,34818,CAN,CPI,ENRG,AGRWTH,M,Sep-01,3.121951
477,34819,CAN,CPI,ENRG,AGRWTH,M,Oct-01,-2.697495
478,34820,CAN,CPI,ENRG,AGRWTH,M,Nov-01,-12.52372
479,34821,CAN,CPI,ENRG,AGRWTH,M,Dec-01,-11.37898
480,34822,CAN,CPI,ENRG,AGRWTH,M,Jan-02,-6.930693
481,34823,CAN,CPI,ENRG,AGRWTH,M,Feb-02,-5.788423
482,34824,CAN,CPI,ENRG,AGRWTH,M,Mar-02,-3.349754
483,34825,CAN,CPI,ENRG,AGRWTH,M,Apr-02,-5.038023
484,34826,CAN,CPI,ENRG,AGRWTH,M,May-02,-10.47877
485,34827,CAN,CPI,ENRG,AGRWTH,M,Jun-02,-10.33852
486,34828,CAN,CPI,ENRG,AGRWTH,M,Jul-02,-3.115871
487,34829,CAN,CPI,ENRG,AGRWTH,M,Aug-02,0.0
488,34830,CAN,CPI,ENRG,AGRWTH,M,Sep-02,-1.702933
489,34831,CAN,CPI,ENRG,AGRWTH,M,Oct-02,5.742574
490,34832,CAN,CPI,ENRG,AGRWTH,M,Nov-02,13.99132
491,34833,CAN,CPI,ENRG,AGRWTH,M,Dec-02,7.072906
492,34834,CAN,CPI,ENRG,AGRWTH,M,Jan-03,15.21277
493,34835,CAN,CPI,ENRG,AGRWTH,M,Feb-03,19.70339
494,34836,CAN,CPI,ENRG,AGRWTH,M,Mar-03,17.53313
495,34837,CAN,CPI,ENRG,AGRWTH,M,Apr-03,6.106106
496,34838,CAN,CPI,ENRG,AGRWTH,M,May-03,4.641776
497,34839,CAN,CPI,ENRG,AGRWTH,M,Jun-03,7.857143
498,34840,CAN,CPI,ENRG,AGRWTH,M,Jul-03,6.733668
499,34841,CAN,CPI,ENRG,AGRWTH,M,Aug-03,7.580175
500,34842,CAN,CPI,ENRG,AGRWTH,M,Sep-03,6.448508
501,34843,CAN,CPI,ENRG,AGRWTH,M,Oct-03,-1.029963
502,34844,CAN,CPI,ENRG,AGRWTH,M,Nov-03,-0.6660324
503,34845,CAN,CPI,ENRG,AGRWTH,M,Dec-03,6.808943
504,34846,CAN,CPI,ENRG,AGRWTH,M,Jan-04,-1.108033
505,34847,CAN,CPI,ENRG,AGRWTH,M,Feb-04,-3.097345
506,34848,CAN,CPI,ENRG,AGRWTH,M,Mar-04,-4.076323
507,34849,CAN,CPI,ENRG,AGRWTH,M,Apr-04,6.415094
508,34850,CAN,CPI,ENRG,AGRWTH,M,May-04,16.20058
509,34851,CAN,CPI,ENRG,AGRWTH,M,Jun-04,12.96121
510,34852,CAN,CPI,ENRG,AGRWTH,M,Jul-04,10.6403
511,34853,CAN,CPI,ENRG,AGRWTH,M,Aug-04,6.233062
512,34854,CAN,CPI,ENRG,AGRWTH,M,Sep-04,5.786618
513,34855,CAN,CPI,ENRG,AGRWTH,M,Oct-04,13.05582
514,34856,CAN,CPI,ENRG,AGRWTH,M,Nov-04,12.16475
515,34857,CAN,CPI,ENRG,AGRWTH,M,Dec-04,8.087536
516,34858,CAN,CPI,ENRG,AGRWTH,M,Jan-05,7.376284
517,34859,CAN,CPI,ENRG,AGRWTH,M,Feb-05,7.305936
518,34860,CAN,CPI,ENRG,AGRWTH,M,Mar-05,9.403255
519,34861,CAN,CPI,ENRG,AGRWTH,M,Apr-05,10.72695
520,34862,CAN,CPI,ENRG,AGRWTH,M,May-05,1.659751
521,34863,CAN,CPI,ENRG,AGRWTH,M,Jun-05,3.936348
522,34864,CAN,CPI,ENRG,AGRWTH,M,Jul-05,9.191489
523,34865,CAN,CPI,ENRG,AGRWTH,M,Aug-05,12.41497
524,34866,CAN,CPI,ENRG,AGRWTH,M,Sep-05,21.45299
525,34867,CAN,CPI,ENRG,AGRWTH,M,Oct-05,13.4728
526,34868,CAN,CPI,ENRG,AGRWTH,M,Nov-05,8.795901
527,34869,CAN,CPI,ENRG,AGRWTH,M,Dec-05,10.21127
528,34870,CAN,CPI,ENRG,AGRWTH,M,Jan-06,15.3913
529,34871,CAN,CPI,ENRG,AGRWTH,M,Feb-06,8.170213
530,34872,CAN,CPI,ENRG,AGRWTH,M,Mar-06,7.438016
531,34873,CAN,CPI,ENRG,AGRWTH,M,Apr-06,11.20897
532,34874,CAN,CPI,ENRG,AGRWTH,M,May-06,14.12245
533,34875,CAN,CPI,ENRG,AGRWTH,M,Jun-06,11.52297
534,34876,CAN,CPI,ENRG,AGRWTH,M,Jul-06,10.6781
535,34877,CAN,CPI,ENRG,AGRWTH,M,Aug-06,7.186082
536,34878,CAN,CPI,ENRG,AGRWTH,M,Sep-06,-9.359606
537,34879,CAN,CPI,ENRG,AGRWTH,M,Oct-06,-8.702065
538,34880,CAN,CPI,ENRG,AGRWTH,M,Nov-06,-2.825746
539,34881,CAN,CPI,ENRG,AGRWTH,M,Dec-06,1.517572
540,34882,CAN,CPI,ENRG,AGRWTH,M,Jan-07,-5.651846
541,34883,CAN,CPI,ENRG,AGRWTH,M,Feb-07,0.0
542,34884,CAN,CPI,ENRG,AGRWTH,M,Mar-07,4.538462
543,34885,CAN,CPI,ENRG,AGRWTH,M,Apr-07,0.1439885
544,34886,CAN,CPI,ENRG,AGRWTH,M,May-07,1.573677
545,34887,CAN,CPI,ENRG,AGRWTH,M,Jun-07,1.228324
546,34888,CAN,CPI,ENRG,AGRWTH,M,Jul-07,-1.690141
547,34889,CAN,CPI,ENRG,AGRWTH,M,Aug-07,-3.740296
548,34890,CAN,CPI,ENRG,AGRWTH,M,Sep-07,6.055901
549,34891,CAN,CPI,ENRG,AGRWTH,M,Oct-07,8.642973
550,34892,CAN,CPI,ENRG,AGRWTH,M,Nov-07,10.25848
551,34893,CAN,CPI,ENRG,AGRWTH,M,Dec-07,8.733281
552,34894,CAN,CPI,ENRG,AGRWTH,M,Jan-08,11.02236
553,34895,CAN,CPI,ENRG,AGRWTH,M,Feb-08,9.67742
554,34896,CAN,CPI,ENRG,AGRWTH,M,Mar-08,5.371597
555,34897,CAN,CPI,ENRG,AGRWTH,M,Apr-08,7.979871
556,34898,CAN,CPI,ENRG,AGRWTH,M,May-08,11.5493
557,34899,CAN,CPI,ENRG,AGRWTH,M,Jun-08,17.98715
558,34900,CAN,CPI,ENRG,AGRWTH,M,Jul-08,21.13181
559,34901,CAN,CPI,ENRG,AGRWTH,M,Aug-08,20.2346
560,34902,CAN,CPI,ENRG,AGRWTH,M,Sep-08,18.2284
561,34903,CAN,CPI,ENRG,AGRWTH,M,Oct-08,9.665427
562,34904,CAN,CPI,ENRG,AGRWTH,M,Nov-08,-4.249084
563,34905,CAN,CPI,ENRG,AGRWTH,M,Dec-08,-10.99855
564,34906,CAN,CPI,ENRG,AGRWTH,M,Jan-09,-10.93525
565,34907,CAN,CPI,ENRG,AGRWTH,M,Feb-09,-8.751794
566,34908,CAN,CPI,ENRG,AGRWTH,M,Mar-09,-11.24302
567,34909,CAN,CPI,ENRG,AGRWTH,M,Apr-09,-17.50999
568,34910,CAN,CPI,ENRG,AGRWTH,M,May-09,-18.30808
569,34911,CAN,CPI,ENRG,AGRWTH,M,Jun-09,-18.99577
570,34912,CAN,CPI,ENRG,AGRWTH,M,Jul-09,-23.35896
571,34913,CAN,CPI,ENRG,AGRWTH,M,Aug-09,-19.14634
572,34914,CAN,CPI,ENRG,AGRWTH,M,Sep-09,-18.69969
573,34915,CAN,CPI,ENRG,AGRWTH,M,Oct-09,-12.67797
574,34916,CAN,CPI,ENRG,AGRWTH,M,Nov-09,1.300689
575,34917,CAN,CPI,ENRG,AGRWTH,M,Dec-09,5.934959
576,34918,CAN,CPI,ENRG,AGRWTH,M,Jan-10,8.158319
577,34919,CAN,CPI,ENRG,AGRWTH,M,Feb-10,4.009434
578,34920,CAN,CPI,ENRG,AGRWTH,M,Mar-10,5.822187
579,34921,CAN,CPI,ENRG,AGRWTH,M,Apr-10,9.765941
580,34922,CAN,CPI,ENRG,AGRWTH,M,May-10,6.18238
581,34923,CAN,CPI,ENRG,AGRWTH,M,Jun-10,1.344287
582,34924,CAN,CPI,ENRG,AGRWTH,M,Jul-10,7.87037
583,34925,CAN,CPI,ENRG,AGRWTH,M,Aug-10,4.977376
584,34926,CAN,CPI,ENRG,AGRWTH,M,Sep-10,5.635948
585,34927,CAN,CPI,ENRG,AGRWTH,M,Oct-10,9.083851
586,34928,CAN,CPI,ENRG,AGRWTH,M,Nov-10,6.722054
587,34929,CAN,CPI,ENRG,AGRWTH,M,Dec-10,10.5142
588,34930,CAN,CPI,ENRG,AGRWTH,M,Jan-11,9.036594
589,34931,CAN,CPI,ENRG,AGRWTH,M,Feb-11,10.58201
590,34932,CAN,CPI,ENRG,AGRWTH,M,Mar-11,12.7881
591,34933,CAN,CPI,ENRG,AGRWTH,M,Apr-11,17.05882
592,34934,CAN,CPI,ENRG,AGRWTH,M,May-11,16.59389
593,34935,CAN,CPI,ENRG,AGRWTH,M,Jun-11,15.69639
594,34936,CAN,CPI,ENRG,AGRWTH,M,Jul-11,12.94707
595,34937,CAN,CPI,ENRG,AGRWTH,M,Aug-11,13.43391
596,34938,CAN,CPI,ENRG,AGRWTH,M,Sep-11,12.47296
597,34939,CAN,CPI,ENRG,AGRWTH,M,Oct-11,11.6726
598,34940,CAN,CPI,ENRG,AGRWTH,M,Nov-11,9.058741
599,34941,CAN,CPI,ENRG,AGRWTH,M,Dec-11,6.041667
600,34942,CAN,CPI,ENRG,AGRWTH,M,Jan-12,6.506849
601,34943,CAN,CPI,ENRG,AGRWTH,M,Feb-12,7.245386
602,34944,CAN,CPI,ENRG,AGRWTH,M,Mar-12,5.141727
603,34945,CAN,CPI,ENRG,AGRWTH,M,Apr-12,1.130653
604,34946,CAN,CPI,ENRG,AGRWTH,M,May-12,-1.560549
605,34947,CAN,CPI,ENRG,AGRWTH,M,Jun-12,-0.8280255
606,34948,CAN,CPI,ENRG,AGRWTH,M,Jul-12,-1.203293
607,34949,CAN,CPI,ENRG,AGRWTH,M,Aug-12,0.8233059
608,34950,CAN,CPI,ENRG,AGRWTH,M,Sep-12,2.948718
609,34951,CAN,CPI,ENRG,AGRWTH,M,Oct-12,1.657106
610,34952,CAN,CPI,ENRG,AGRWTH,M,Nov-12,-0.1946788
611,34953,CAN,CPI,ENRG,AGRWTH,M,Dec-12,-0.5239031
612,34954,CAN,CPI,ENRG,AGRWTH,M,Jan-13,-1.736334
613,34955,CAN,CPI,ENRG,AGRWTH,M,Feb-13,2.039516
614,34956,CAN,CPI,ENRG,AGRWTH,M,Mar-13,0.2507837
615,34957,CAN,CPI,ENRG,AGRWTH,M,Apr-13,-1.863354
616,34958,CAN,CPI,ENRG,AGRWTH,M,May-13,1.014585
617,34959,CAN,CPI,ENRG,AGRWTH,M,Jun-13,4.110469
618,34960,CAN,CPI,ENRG,AGRWTH,M,Jul-13,5.25641
619,34961,CAN,CPI,ENRG,AGRWTH,M,Aug-13,2.386935
620,34962,CAN,CPI,ENRG,AGRWTH,M,Sep-13,1.494396
621,34963,CAN,CPI,ENRG,AGRWTH,M,Oct-13,-1.567398
622,34964,CAN,CPI,ENRG,AGRWTH,M,Nov-13,2.340702
623,34965,CAN,CPI,ENRG,AGRWTH,M,Dec-13,4.608295
624,34966,CAN,CPI,ENRG,AGRWTH,M,Jan-14,4.842932
625,34967,CAN,CPI,ENRG,AGRWTH,M,Feb-14,1.561524
626,34968,CAN,CPI,ENRG,AGRWTH,M,Mar-14,4.565353
627,34969,CAN,CPI,ENRG,AGRWTH,M,Apr-14,8.35443
628,34970,CAN,CPI,ENRG,AGRWTH,M,May-14,8.411801
629,34971,CAN,CPI,ENRG,AGRWTH,M,Jun-14,6.724244
630,34972,CAN,CPI,ENRG,AGRWTH,M,Jul-14,4.689403
631,34973,CAN,CPI,ENRG,AGRWTH,M,Aug-14,3.251534
632,34974,CAN,CPI,ENRG,AGRWTH,M,Sep-14,2.699387
633,34975,CAN,CPI,ENRG,AGRWTH,M,Oct-14,4.203822
634,34976,CAN,CPI,ENRG,AGRWTH,M,Nov-14,-0.5717916
635,34977,CAN,CPI,ENRG,AGRWTH,M,Dec-14,-6.419132
636,34978,CAN,CPI,ENRG,AGRWTH,M,Jan-15,-12.92135
637,34979,CAN,CPI,ENRG,AGRWTH,M,Feb-15,-10.76261
638,34980,CAN,CPI,ENRG,AGRWTH,M,Mar-15,-10.4067
639,34981,CAN,CPI,ENRG,AGRWTH,M,Apr-15,-13.49299
640,34982,CAN,CPI,ENRG,AGRWTH,M,May-15,-11.75449
641,34983,CAN,CPI,ENRG,AGRWTH,M,Jun-15,-8.959538
642,34984,CAN,CPI,ENRG,AGRWTH,M,Jul-15,-7.388016
643,34985,CAN,CPI,ENRG,AGRWTH,M,Aug-15,-7.24896
644,34986,CAN,CPI,ENRG,AGRWTH,M,Sep-15,-10.81243
645,34987,CAN,CPI,ENRG,AGRWTH,M,Oct-15,-10.3912
646,34988,CAN,CPI,ENRG,AGRWTH,M,Nov-15,-6.389776
647,34989,CAN,CPI,ENRG,AGRWTH,M,Dec-15,-3.564223
648,34990,CAN,CPI,ENRG,AGRWTH,M,Jan-16,-0.3584229
649,34991,CAN,CPI,ENRG,AGRWTH,M,Feb-16,-7.236389
650,34992,CAN,CPI,ENRG,AGRWTH,M,Mar-16,-7.810414
651,34993,CAN,CPI,ENRG,AGRWTH,M,Apr-16,-3.173531
652,34994,CAN,CPI,ENRG,AGRWTH,M,May-16,-3.608924
653,34995,CAN,CPI,ENRG,AGRWTH,M,Jun-16,-4.380952
654,34996,CAN,CPI,ENRG,AGRWTH,M,Jul-16,-7.41206
655,34997,CAN,CPI,ENRG,AGRWTH,M,Aug-16,-5.829597
656,34998,CAN,CPI,ENRG,AGRWTH,M,Sep-16,-1.339585
657,34999,CAN,CPI,ENRG,AGRWTH,M,Oct-16,2.455662
658,35000,CAN,CPI,ENRG,AGRWTH,M,Nov-16,0.2047781
659,35001,CAN,CPI,ENRG,AGRWTH,M,Dec-16,3.974895
660,35002,CAN,CPI,ENRG,AGRWTH,M,Jan-17,12.08633
661,35003,CAN,CPI,ENRG,AGRWTH,M,Feb-17,12.25854
662,35004,CAN,CPI,ENRG,AGRWTH,M,Mar-17,8.472121
663,35005,CAN,CPI,ENRG,AGRWTH,M,Apr-17,9.623431
664,35006,CAN,CPI,ENRG,AGRWTH,M,May-17,3.335603
665,35007,CAN,CPI,ENRG,AGRWTH,M,Jun-17,-1.26162
666,35008,CAN,CPI,ENRG,AGRWTH,M,Jul-17,0.2713704
667,35009,CAN,CPI,ENRG,AGRWTH,M,Aug-17,2.312925
668,35010,CAN,CPI,ENRG,AGRWTH,M,Sep-17,4.887984
669,35011,CAN,CPI,ENRG,AGRWTH,M,Oct-17,0.9986684
670,35012,CAN,CPI,ENRG,AGRWTH,M,Nov-17,7.561308
671,35013,CAN,CPI,ENRG,AGRWTH,M,Dec-17,4.493629
672,35014,CAN,CPI,ENRG,AGRWTH,M,Jan-18,2.37484
673,35015,CAN,CPI,ENRG,AGRWTH,M,Feb-18,5.294507
674,35016,CAN,CPI,ENRG,AGRWTH,M,Mar-18,7.476635
675,35017,CAN,CPI,ENRG,AGRWTH,M,Apr-18,6.29771
676,35018,CAN,CPI,ENRG,AGRWTH,M,May-18,11.5942
677,35019,CAN,CPI,ENRG,AGRWTH,M,Jun-18,12.44116
678,35020,CAN,CPI,ENRG,AGRWTH,M,Jul-18,14.20839
679,35021,CAN,CPI,ENRG,AGRWTH,M,Aug-18,11.17021
680,35022,CAN,CPI,ENRG,AGRWTH,M,Sep-18,7.63754
681,35023,CAN,CPI,ENRG,AGRWTH,M,Oct-18,7.910349
682,35024,CAN,CPI,ENRG,AGRWTH,M,Nov-18,-1.329956
683,35025,CAN,CPI,ENRG,AGRWTH,M,Dec-18,-3.658537
684,35026,CAN,CPI,ENRG,AGRWTH,M,Jan-19,-6.896552
685,35027,CAN,CPI,ENRG,AGRWTH,M,Feb-19,-5.65682
686,35028,CAN,CPI,ENRG,AGRWTH,M,Mar-19,-1.180124
687,35029,CAN,CPI,ENRG,AGRWTH,M,Apr-19,0.6582885
688,35030,CAN,CPI,ENRG,AGRWTH,M,May-19,-0.1180638
689,35031,CAN,CPI,ENRG,AGRWTH,M,Jun-19,-4.126794
690,35032,CAN,CPI,ENRG,AGRWTH,M,Jul-19,-3.199052
691,35033,CAN,CPI,ENRG,AGRWTH,M,Aug-19,-4.72488
692,35034,CAN,CPI,ENRG,AGRWTH,M,Sep-19,-4.570054
693,35035,CAN,CPI,ENRG,AGRWTH,M,Oct-19,-2.932193
694,35036,CAN,CPI,ENRG,AGRWTH,M,Nov-19,1.476252
695,35037,CAN,CPI,ENRG,AGRWTH,M,Dec-19,5.463025
696,35038,CAN,CPI,ENRG,AGRWTH,M,Jan-20,6.801347
697,35039,CAN,CPI,ENRG,AGRWTH,M,Feb-20,4.330446
698,35040,CAN,CPI,ENRG,AGRWTH,M,Mar-20,-11.62791
699,35041,CAN,CPI,ENRG,AGRWTH,M,Apr-20,-23.72176
700,35042,CAN,CPI,ENRG,AGRWTH,M,May-20,-19.03073
701,35043,CAN,CPI,ENRG,AGRWTH,M,Jun-20,-8.796007
702,35044,CAN,CPI,ENRG,AGRWTH,M,Jul-20,-8.384333
703,35045,CAN,CPI,ENRG,AGRWTH,M,Aug-20,-6.277464
704,35046,CAN,CPI,ENRG,AGRWTH,M,Sep-20,-5.608066
705,35047,CAN,CPI,ENRG,AGRWTH,M,Oct-20,-5.978603
706,35048,CAN,CPI,ENRG,AGRWTH,M,Nov-20,-5.6926
707,35049,CAN,CPI,ENRG,AGRWTH,M,Dec-20,-3.979785
708,35050,CAN,CPI,ENRG,AGRWTH,M,Jan-21,-2.711223
709,35051,CAN,CPI,ENRG,AGRWTH,M,Feb-21,2.426564
710,35052,CAN,CPI,ENRG,AGRWTH,M,Mar-21,19.06117
711,35053,CAN,CPI,ENRG,AGRWTH,M,Apr-21,32.65783
712,35054,CAN,CPI,ENRG,AGRWTH,M,May-21,26.42336
713,35055,CAN,CPI,ENRG,AGRWTH,M,Jun-21,19.49384
714,35056,CAN,CPI,ENRG,AGRWTH,M,Jul-21,19.70608
715,35057,CAN,CPI,ENRG,AGRWTH,M,Aug-21,20.69658
716,35058,CAN,CPI,ENRG,AGRWTH,M,Sep-21,20.09346
717,35059,CAN,CPI,ENRG,AGRWTH,M,Oct-21,25.50201
718,35060,CAN,CPI,ENRG,AGRWTH,M,Nov-21,26.35815
719,35061,CAN,CPI,ENRG,AGRWTH,M,Dec-21,21.18421
720,35062,CAN,CPI,ENRG,AGRWTH,M,Jan-22,23.13675
721,35063,CAN,CPI,ENRG,AGRWTH,M,Feb-22,24.06484
722,35064,CAN,CPI,ENRG,AGRWTH,M,Mar-22,27.77778
723,35065,CAN,CPI,ENRG,AGRWTH,M,Apr-22,26.38073
724,35066,CAN,CPI,ENRG,AGRWTH,M,May-22,34.75751
725,35067,CAN,CPI,ENRG,AGRWTH,M,Jun-22,38.80939
726,35068,CAN,CPI,ENRG,AGRWTH,M,Jul-22,28.01339
727,35069,CAN,CPI,ENRG,AGRWTH,M,Aug-22,19.03441
728,35070,CAN,CPI,ENRG,AGRWTH,M,Sep-22,14.00778
729,35071,CAN,CPI,ENRG,AGRWTH,M,Oct-22,16.21333
730,35072,CAN,CPI,ENRG,AGRWTH,M,Nov-22,13.90658
731,35073,CAN,CPI,ENRG,AGRWTH,M,Dec-22,7.32899
