,LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
798,USA,CPI,TOT,AGRWTH,Jul-2022,8.524815
799,USA,CPI,TOT,AGRWTH,Aug-2022,8.262692
800,USA,CPI,TOT,AGRWTH,Sep-2022,8.20167
801,USA,CPI,TOT,AGRWTH,Oct-2022,7.745427
802,USA,CPI,TOT,AGRWTH,Nov-2022,7.110323
803,USA,CPI,TOT,AGRWTH,Dec-2022,6.454401
1560,USA,CPI,TOT,IDX2015,Jan-2018,104.5777
1561,USA,CPI,TOT,IDX2015,Feb-2018,105.052
1562,USA,CPI,TOT,IDX2015,Mar-2018,105.2895
1563,USA,CPI,TOT,IDX2015,Apr-2018,105.708
1564,USA,CPI,TOT,IDX2015,May-2018,106.1477
1565,USA,CPI,TOT,IDX2015,Jun-2018,106.3168
1566,USA,CPI,TOT,IDX2015,Jul-2018,106.324
1567,USA,CPI,TOT,IDX2015,Aug-2018,106.3831
1568,USA,CPI,TOT,IDX2015,Sep-2018,106.5067
1569,USA,CPI,TOT,IDX2015,Oct-2018,106.6949
1570,USA,CPI,TOT,IDX2015,Nov-2018,106.3375
1571,USA,CPI,TOT,IDX2015,Dec-2018,105.9979
1572,USA,CPI,TOT,IDX2015,Jan-2019,106.2
1573,USA,CPI,TOT,IDX2015,Feb-2019,106.6489
1574,USA,CPI,TOT,IDX2015,Mar-2019,107.2505
1575,USA,CPI,TOT,IDX2015,Apr-2019,107.8184
1576,USA,CPI,TOT,IDX2015,May-2019,108.0479
1577,USA,CPI,TOT,IDX2015,Jun-2019,108.0695
1578,USA,CPI,TOT,IDX2015,Jul-2019,108.25
1579,USA,CPI,TOT,IDX2015,Aug-2019,108.2446
1580,USA,CPI,TOT,IDX2015,Sep-2019,108.3294
1581,USA,CPI,TOT,IDX2015,Oct-2019,108.577
1582,USA,CPI,TOT,IDX2015,Nov-2019,108.5188
1583,USA,CPI,TOT,IDX2015,Dec-2019,108.4201
1584,USA,CPI,TOT,IDX2015,Jan-2020,108.8407
1585,USA,CPI,TOT,IDX2015,Feb-2020,109.139
1586,USA,CPI,TOT,IDX2015,Mar-2020,108.9015
1587,USA,CPI,TOT,IDX2015,Apr-2020,108.1733
1588,USA,CPI,TOT,IDX2015,May-2020,108.1754
1589,USA,CPI,TOT,IDX2015,Jun-2020,108.7673
1590,USA,CPI,TOT,IDX2015,Jul-2020,109.3175
1591,USA,CPI,TOT,IDX2015,Aug-2020,109.6622
1592,USA,CPI,TOT,IDX2015,Sep-2020,109.8149
1593,USA,CPI,TOT,IDX2015,Oct-2020,109.8605
1594,USA,CPI,TOT,IDX2015,Nov-2020,109.7934
1595,USA,CPI,TOT,IDX2015,Dec-2020,109.8968
1596,USA,CPI,TOT,IDX2015,Jan-2021,110.3642
1597,USA,CPI,TOT,IDX2015,Feb-2021,110.9684
1598,USA,CPI,TOT,IDX2015,Mar-2021,111.7544
1599,USA,CPI,TOT,IDX2015,Apr-2021,112.6729
1600,USA,CPI,TOT,IDX2015,May-2021,113.5762
1601,USA,CPI,TOT,IDX2015,Jun-2021,114.6314
1602,USA,CPI,TOT,IDX2015,Jul-2021,115.1829
1603,USA,CPI,TOT,IDX2015,Aug-2021,115.4208
1604,USA,CPI,TOT,IDX2015,Sep-2021,115.7343
1605,USA,CPI,TOT,IDX2015,Oct-2021,116.6958
1606,USA,CPI,TOT,IDX2015,Nov-2021,117.2692
1607,USA,CPI,TOT,IDX2015,Dec-2021,117.6295
1608,USA,CPI,TOT,IDX2015,Jan-2022,118.6193
1609,USA,CPI,TOT,IDX2015,Feb-2022,119.7028
1610,USA,CPI,TOT,IDX2015,Mar-2022,121.301
1611,USA,CPI,TOT,IDX2015,Apr-2022,121.9782
1612,USA,CPI,TOT,IDX2015,May-2022,123.3228
1613,USA,CPI,TOT,IDX2015,Jun-2022,125.0168
1614,USA,CPI,TOT,IDX2015,Jul-2022,125.002
1615,USA,CPI,TOT,IDX2015,Aug-2022,124.9577
1616,USA,CPI,TOT,IDX2015,Sep-2022,125.2265
1617,USA,CPI,TOT,IDX2015,Oct-2022,125.7344
1618,USA,CPI,TOT,IDX2015,Nov-2022,125.6074
1619,USA,CPI,TOT,IDX2015,Dec-2022,125.2218
